id,Status,Title,Issue Link,PR or Commit Link,Trigger,Symptom,Cause (sub-category),Cause (high-level),Fix Pattern
126,Closed,Generating invalid code for Aliass that do not use their template parameters,https://github.com/rust-lang/rust-bindgen/issues/505,https://github.com/rust-lang/rust-bindgen/pull/544,Template;Type Alias,Compilation Error,Unused Type Parameter,IRC,
127,Closed,Incorrect item parenthood while referencing incomplete types without a previous declaration.,https://github.com/rust-lang/rust-bindgen/issues/482,https://github.com/rust-lang/rust-bindgen/commit/7e1b7d98d1da5a449ae18f6f60bac29b9079b9ab,Struct;Pointer,Incorrect Output,,,Guard Clause
128,Closed,Investigate why we see UnresolvedTypeRef in Item's TypeCollector impl,https://github.com/rust-lang/rust-bindgen/issues/450,,,Crash,Version Compatibility Issue,CPI,
129,Closed,Instantiating a template with a template instantiation (eg Template1<Template2<Type>>) causes us to generate bad bindings,https://github.com/rust-lang/rust-bindgen/issues/446,,Template;Namespace,Compilation Error,Unused Type Parameter,IRC,
130,Closed,"build-script-build (signal: 11, SIGSEGV: invalid memory reference)",https://github.com/rust-lang/rust-bindgen/issues/439,https://github.com/rust-lang/rust-bindgen/pull/516,,Crash,SIGSEGV,TRE,
131,Closed,Typedefs in namespaces may be broken in master.,https://github.com/rust-lang/rust-bindgen/issues/433,https://github.com/rust-lang/rust-bindgen/pull/436,Type Alias;Namespace,Compilation Error,nan,,
132,Closed,Comments are copied verbatim without checking if they might be invalid,https://github.com/rust-lang/rust-bindgen/issues/426,https://github.com/rust-lang/rust-bindgen/pull/791,Comment,Compilation Error,Incorrect Comment,UFC,Mutate method chain
133,Closed,Missing template argument for inner type typedef.,https://github.com/rust-lang/rust-bindgen/issues/422,,Template;Type Alias,Compilation Error,Missing Generic Argument;Incorrect Function Signature,INC;UFC,
134,Closed,Support 128-bit aligned unions,https://github.com/rust-lang/rust-bindgen/issues/412,,Struct,Compilation Error,Wrong Derived Trait,DTE,
135,Closed,"Typedef type in whitelisted function's argument not in generated bindings, compilation failure",https://github.com/rust-lang/rust-bindgen/issues/410,https://github.com/rust-lang/rust-bindgen/pull/411,Namespace;Function;Tool Configuration Option,Compilation Error,Misbehaving Configuration Option;Missing Type Definition,TBE;INC,Mutate match arm
136,Closed,Invalid type identifier generation on `template <typename T> class Foo {     typedef T (FunctionPtr)(); };`,https://github.com/rust-lang/rust-bindgen/issues/405,https://github.com/rust-lang/rust-bindgen/issues/405,Template;Type Alias,Compilation Error,Incorrect Function Signature;Invalid Identifier,UFC;IDRE,Add condition in if
137,Closed,"bindgen fails with panic: ""C'mon: Continue""",https://github.com/rust-lang/rust-bindgen/issues/388,,Template;Namespace,Crash,Panic,TRE,
138,Closed,C++ decltype syntax leaking into Rust code,https://github.com/rust-lang/rust-bindgen/issues/381,,Type Alias,Compilation Error,nan,,
139,Closed,derive(Debug) on struct containing array that is too big for derive(Debug),https://github.com/rust-lang/rust-bindgen/issues/372,https://github.com/rust-lang/rust-bindgen/commit/bc08b355b2daf10565d368a87462c6d882460e55,Struct,Compilation Error,Wrong Derived Trait,DTE,Reorder Code Block
140,Closed,bindgen generates duplicate definitions,https://github.com/rust-lang/rust-bindgen/issues/359,,Namespace,Compilation Error,Duplicate Definition,IDRE,
141,Closed,"""Should have been resolved after parsing""",https://github.com/rust-lang/rust-bindgen/issues/355,https://github.com/rust-lang/rust-bindgen/pull/357,Type Alias;Enum,Crash,Panic,TRE,
142,Closed,"libbindgen fails with ""How?""",https://github.com/rust-lang/rust-bindgen/issues/353,https://github.com/rust-lang/rust-bindgen/pull/354,Type Alias;Function,Crash,Panic,TRE,Add match arm
143,Closed,Our polyfill for `__float128` should have 16 byte alignment,https://github.com/rust-lang/rust-bindgen/issues/317,,Primitive Datatype,Incorrect Output,Alignment Mismatch,MEM,
144,Closed,The link options are ignored.,https://github.com/rust-lang/rust-bindgen/issues/104,,Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
145,Closed,Deduplicate statics,https://github.com/rust-lang/rust-bindgen/issues/47,https://github.com/rust-lang/rust-bindgen/commit/8b4115959a63788a087f683615834233f3ba0e85,,Compilation Error,Duplicate Definition,IDRE,Wrap if statement
146,Open,`--clang-macro-fallback` duplicate definitions,https://github.com/rust-lang/rust-bindgen/issues/3071,,Macro;Enum;Tool Configuration Option,Compilation Error,Duplicate Definition,IDRE,
147,Open,"`--clang-macro-fallback` interaction with `-Wp,-MMD,file.d`",https://github.com/rust-lang/rust-bindgen/issues/3070,,Macro;Tool Configuration Option,Compilation Error,Misbehaving Configuration Option,TBE,
148,Open,`--clang-macro-fallback` interaction with `-include`,https://github.com/rust-lang/rust-bindgen/issues/3069,,Macro;Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
149,Open,Types with flexible array member generic does not propagate to other types using the type,https://github.com/rust-lang/rust-bindgen/issues/2939,,Flexible Array Member;Struct,Incorrect Output,Missing Generic Argument,INC,
150,Open,"How can I get more information about ""Should have a used entry for the template arg""?",https://github.com/rust-lang/rust-bindgen/issues/2938,,Template,Crash,Panic,TRE,
151,Open,Packed struct with DST fails to compile,https://github.com/rust-lang/rust-bindgen/issues/2936,,Struct;Flexible Array Member,Compilation Error,Missing Wrapper,INC,
152,Open,Stack overflow when computing item name including <filesystem> on windows,https://github.com/rust-lang/rust-bindgen/issues/2929,,,Crash,Panic,TRE,
153,Open,Silently wrong code generated for enums in templated classes,https://github.com/rust-lang/rust-bindgen/issues/2871,,Class;Enum;Constant,Incorrect Output,Incorrect Constant Value,UFC,
154,Open,Inappropriate generated type for function-returning-function,https://github.com/rust-lang/rust-bindgen/issues/2713,,Function;Pointer,Incorrect Output,Incorrect Function Signature,UFC,
155,Open,Clippy will warn on `use bindgen::CargoCallbacks;` regardless of the usage,https://github.com/rust-lang/rust-bindgen/issues/2712,,Tool Configuration Option,Incorrect Output,Unexpected  Warning,TBE,
156,Open,`cargo test` is broken despite specified `--rust-target 1.47`,https://github.com/rust-lang/rust-bindgen/issues/2277,,Macro,Incorrect Output,Version Compatibility Issue,CPI,
157,Open," __attribute__((aligned(2), packed)) generates both repr(packed) and repr(aligned)",https://github.com/rust-lang/rust-bindgen/issues/2240,,Struct;Attribute,Compilation Error,Packed and aligned attribute conflict issue,MEM,
158,Open,Implemented derives fail when packed,https://github.com/rust-lang/rust-bindgen/issues/2221,,Struct;Attribute,Compilation Error,Alignment Mismatch,MEM,
159,Open,`#pragma pack(1)` struct containing another packed struct is not packed itself.,https://github.com/rust-lang/rust-bindgen/issues/2189,,Struct;,Incorrect Output,Missing Attribute,INC,
160,Open,Very strange cwd-dependent behavior,https://github.com/rust-lang/rust-bindgen/issues/2187,,Union,Incorrect Output,Unsafe FFI,USC,
161,Open,`Not an item` panic for incomplete union,https://github.com/rust-lang/rust-bindgen/issues/2160,,Template;Union,Crash,Panic,TRE,
162,Open,Tagged unions inside template fail to build.,https://github.com/rust-lang/rust-bindgen/issues/2157,,Template;Union,Compilation Error,Missing Wrapper,INC,
163,Open,C Atomics are not converted to equivalent atomics in Rust,https://github.com/rust-lang/rust-bindgen/issues/2151,,Primitive Datatype,Incorrect Output,Incorrect Data Type,UFC,
164,Open,can't parse msvc inline __asm ,https://github.com/rust-lang/rust-bindgen/issues/2034,,Target Platform,Compilation Error,Target Compatibility Issue,CPI,
165,Open,Renaming a `using` defined template type lose generic definition,https://github.com/rust-lang/rust-bindgen/issues/2010,,Template;Type Alias,Compilation Error,Missing Generic Argument,INC,
166,Open,`_bindgen_union_align` field in generated Rust union results in garbage data on AArch64 (e.g. Apple Silicon),https://github.com/rust-lang/rust-bindgen/issues/1973,,Union,Incorrect Output,Platform Compatibility Issue,CPI,
167,Open,"Build fails with (signal: 11, SIGSEGV: invalid memory reference)",https://github.com/rust-lang/rust-bindgen/issues/1972,,,Crash,SIGSEGV,TRE,
168,Open,c++ constexpr breaks with Mac OS native clang,https://github.com/rust-lang/rust-bindgen/issues/1948,,,Crash,Version Compatibility Issue,CPI,
169,Open,bindgen does not emit functions for wasm32-unknown-emscripten,https://github.com/rust-lang/rust-bindgen/issues/1941,,Function;Target Platform,Incorrect Output,Target Compatibility Issue;Missing Function Definition,CPI;INC,
170,Open,Float constants with exponents are not parsed in macros,https://github.com/rust-lang/rust-bindgen/issues/1928,,Primitive Datatype;Macro;Constant,Incorrect Output,Missing Constant Definition,INC,
171,Open,bindgen hangs on c++ header,https://github.com/rust-lang/rust-bindgen/issues/1918,,Template,Hang,Infinite Loop/Recursion,TBE,
172,Open,"Bindings fail to compile with ""the name ... is defined multiple times"" and ""cycle detected when computing type of ...""",https://github.com/rust-lang/rust-bindgen/issues/1914,,Template;Type Alias,Compilation Error,Duplicate Definition;Alias Cycle,IDRE,
173,Open,"Bindings fail to compile with ""recursive type .. has infinte size"" and ""cycle detected when computing drop-check constraints""",https://github.com/rust-lang/rust-bindgen/issues/1913,,Template;Type Alias;Struct,Compilation Error,Alias Cycle,IDRE,
174,Open,"bindings fail to compile with ""the name ... is defined multiple times""",https://github.com/rust-lang/rust-bindgen/issues/1911,,Template;Type Alias,Compilation Error,Duplicate Definition,IDRE,
175,Open,Bindings fail to compile with 'cannot find type ... in this scope',https://github.com/rust-lang/rust-bindgen/issues/1909,,Template,Compilation Error,Missing Generic Argument,INC,
176,Open,C++ class method pointer treated as C function pointer,https://github.com/rust-lang/rust-bindgen/issues/1894,,Class;Function;Pointer,Incorrect Output,Size Mismatch,MEM,
177,Open,[Objc] Objective-c category names are not unique and can cause duplicate names,https://github.com/rust-lang/rust-bindgen/issues/1889,,Class,Compilation Error,Duplicate Definition,IDRE,
178,Open,Doesn't handle `static const` structs correctly,https://github.com/rust-lang/rust-bindgen/issues/1888,,Struct;Static,Incorrect Output,nan,,
179,Open,"bad type recognition, despite explicit suffix",https://github.com/rust-lang/rust-bindgen/issues/1875,,Primitive Datatype;Macro,Incorrect Output,Incorrect Data Type,UFC,
180,Open,bindgen shouldn't generate f32 for c floats,https://github.com/rust-lang/rust-bindgen/issues/1851,,Primitive Datatype,Incorrect Output,Incorrect Data Type,UFC,
181,Open,bindgen does not generate destructors if the class inherits a virtual destructor,https://github.com/rust-lang/rust-bindgen/issues/1843,,Class,Incorrect Output,Missing Function Definition,INC,
182,Open,std::vector<int>::iterator creates trouble,https://github.com/rust-lang/rust-bindgen/issues/1839,,Namespace;Vector,Compilation Error,Duplicate Definition;Alias Cycle,IDRE,
183,Open,Invalid generated code with C++ templated static constant.,https://github.com/rust-lang/rust-bindgen/issues/1838,,Template;Class,Compilation Error,Missing Generic Argument,INC,
184,Open,Stack overflow when running into C++ union with variadic templates,https://github.com/rust-lang/rust-bindgen/issues/1836,,,Crash,Infinite Loop/Recursion,TBE,
185,Open,Incorrect doc-comments generated for enum variants,https://github.com/rust-lang/rust-bindgen/issues/1829,,Enum;Comment,Incorrect Output,Incorrect Comment,UFC,
186,Open,Bindings generation are broken for cross-compilation on MacOS,https://github.com/rust-lang/rust-bindgen/issues/1780,,,Compilation Error,Target Compatibility Issue,CPI,
187,Open,Panic with 'Unable to get layout information?',https://github.com/rust-lang/rust-bindgen/issues/1768,,Struct;Template;Union,Crash,Panic,TRE,
188,Open,Bindgen tries to use MSVC headers when using x86_64-pc-windows-gnu target,https://github.com/rust-lang/rust-bindgen/issues/1760,,Target Platform,Compilation Error,Target Compatibility Issue,CPI,
189,Open,mishandling of aligned typedefs,https://github.com/rust-lang/rust-bindgen/issues/1753,,Type Alias;Struct,Incorrect Output,Size Mismatch,MEM,
190,Open,const struct member becomes mut if type not defined,https://github.com/rust-lang/rust-bindgen/issues/1747,,Struct;Pointer;Constant,Incorrect Output,Incorrect Mutability,UFC,
191,Open,cannot build a rust file using std::complex,https://github.com/rust-lang/rust-bindgen/issues/1738,,Template,Compilation Error,Duplicate Definition;Alias Cycle,IDRE,
192,Open,Bindgen Incorrectly Mangles C++ Struct/Class Destructor with MSVC ABI,https://github.com/rust-lang/rust-bindgen/issues/1725,,Class;Function;Struct,Incorrect Output,Incorrect Link Name;Platform Compatibility Issue,UFC;CPI,
193,Open,C++ std::function types are translated into [u128; 3usize],https://github.com/rust-lang/rust-bindgen/issues/1724,,Type Alias;Tool Configuration Option,Incorrect Output,Unsafe FFI;Misbehaving Configuration Option,USC;TBE,
194,Open,Blacklisting functions/items doesn't seem to work with Blocks,https://github.com/rust-lang/rust-bindgen/issues/1707,,Class;Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
195,Open,bad bindings for weird alignments,https://github.com/rust-lang/rust-bindgen/issues/1695,,Struct,Incorrect Output,Size Mismatch,MEM,
196,Open,Extra padding added in Windows to packed struct with bitfields,https://github.com/rust-lang/rust-bindgen/issues/1692,,Struct;Bitfield;Attribute,Incorrect Output,Size Mismatch;Platform Compatibility Issue,MEM;CPI,
197,Open,Bad bindings for empty C struct on windows,https://github.com/rust-lang/rust-bindgen/issues/1683,,Struct,Incorrect Output,Platform Compatibility Issue,CPI,
198,Open,Infinite Loop/Recursion/Recursion in bindgen::ir::ty::Type::safe_canonical_type,https://github.com/rust-lang/rust-bindgen/issues/1679,,Template;Struct,Hang,Infinite Loop/Recursion,TBE,
199,Open,error[E0428]: the name `__node_pointer` is defined multiple times,https://github.com/rust-lang/rust-bindgen/issues/1662,,Template;Class;Type Alias,Compilation Error,Duplicate Definition;Alias Cycle,IDRE,
200,Open,Do not derive Clone/Copy/etc for opaque types,https://github.com/rust-lang/rust-bindgen/issues/1656,,Struct,Incorrect Output,Wrong Derived Trait,DTE,
201,Open,bindgen is slow in a particular project,https://github.com/rust-lang/rust-bindgen/issues/1624,,,Performance,Slow,TBE,
202,Open,Generated bindings don't compile,https://github.com/rust-lang/rust-bindgen/issues/1609,,Template;Struct,Compilation Error,Missing Generic Argument,INC,
203,Open,`--no-derive-copy` causes all union bindings to use `__BindgenUnionField` even when a native Rust union would be safe,https://github.com/rust-lang/rust-bindgen/issues/1569,,Union;Tool Configuration Option,Incorrect Output,Unsafe FFI;Misbehaving Configuration Option,USC;TBE,
204,Open,"Blacklisting doesn't hide inner types, and the template analysis gets confused.",https://github.com/rust-lang/rust-bindgen/issues/1559,,Template;Struct;Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
205,Open,bindgen gets confused with arrays in generics.,https://github.com/rust-lang/rust-bindgen/issues/1557,,Template;Struct,Compilation Error,Missing Generic Argument,INC,
206,Open,RISC-V target not passed on correctly to clang,https://github.com/rust-lang/rust-bindgen/issues/1555,,Target Platform,Crash,nan,,
207,Open,bindgen doesn't like mozilla::HashSet / mozilla::HashMap in Linux32,https://github.com/rust-lang/rust-bindgen/issues/1547,,Bitfield,Compilation Error,Platform Compatibility Issue,CPI,
208,Open,=--@target flag addition in BindgenContext could cause issues.,https://github.com/rust-lang/rust-bindgen/issues/1544,,Tool Configuration Option,Crash,Misbehaving Configuration Option,TBE,
209,Open,E0587 error on packed and aligned structures from C,https://github.com/rust-lang/rust-bindgen/issues/1538,,Struct;Attribute,Compilation Error,Packed and aligned attribute conflict issue,MEM,
210,Open,Wrong layout for generic union when not used untagged unions.,https://github.com/rust-lang/rust-bindgen/issues/1503,,Struct;Union,Incorrect Output,Size Mismatch,MEM,
211,Open,Possibly failing to detect template parameter T,https://github.com/rust-lang/rust-bindgen/issues/1496,,Template,Compilation Error,Missing Generic Argument,INC,
212,Open,whitelist_recursively sees through blacklisted types,https://github.com/rust-lang/rust-bindgen/issues/1455,,Struct;Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
213,Open,Bitfields should be packed into earlier fields if alignment allows so.,https://github.com/rust-lang/rust-bindgen/issues/1377,,Struct;Bitfield,Incorrect Output,Size Mismatch;Alignment Mismatch,MEM,
214,Open,Bindgen fail to generate bindings for struct.,https://github.com/rust-lang/rust-bindgen/issues/1314,,Struct;Bitfield,Incorrect Output,Size Mismatch;Alignment Mismatch,MEM,
215,Open,Getting the type of a method generates dubious results.,https://github.com/rust-lang/rust-bindgen/issues/1219,,Class;Target Platform,Compilation Error,,,
216,Open,Inconsistent opaque type representation,https://github.com/rust-lang/rust-bindgen/issues/1194,,Template;Type Alias,Incorrect Output,Incorrect Data Type,UFC,
217,Open,bindgen can't generate thread local variables correctly,https://github.com/rust-lang/rust-bindgen/issues/1187,,,Incorrect Output,Missing Attribute,INC,
218,Open,Struct containing a pointer to multi-dimensional array that has one zero sized dimension.,https://github.com/rust-lang/rust-bindgen/issues/1153,,Struct;Flexible Array Member,Incorrect Output,Alignment Mismatch,MEM,
219,Open,Replaces annotations don't work with base types,https://github.com/rust-lang/rust-bindgen/issues/1144,,Primitive Datatype;Type Alias,Incorrect Output,Incorrect Data Type,UFC,
220,Open,Hang in the test-case from #1127 with extra assertions.,https://github.com/rust-lang/rust-bindgen/issues/1129,,Template;Struct;Type Alias,Hang,Infinite Loop/Recursion,TBE,
221,Open,PartialOrd for opaque?,https://github.com/rust-lang/rust-bindgen/issues/1013,,,Incorrect Output,Missing Derived Traits,DTE,
222,Open,bitfield_align_2.rs test fails to build on Windows,https://github.com/rust-lang/rust-bindgen/issues/1009,,Primitive Datatype,Compilation Error,Platform Compatibility Issue;Incorrect Data Type,CPI;UFC,
223,Open,Thread 'bindgen_test_layout_header' panicked at 'assertion failed: `(left == right)`,https://github.com/rust-lang/rust-bindgen/issues/943,,Struct;Attribute,Compilation Error,Packed and aligned attribute conflict issue,MEM,
224,Open,structure layout using __aligned__ attribute is incorrect,https://github.com/rust-lang/rust-bindgen/issues/867,,Struct;Attribute,Compilation Error,Size Mismatch,MEM,
225,Open,generated function has an argument which shadows a generated static,https://github.com/rust-lang/rust-bindgen/issues/840,,Struct;Constant,Compilation Error,Name Shadowing Error,IDRE,
226,Open,C++ template with nested declaration and out-of-line definition,https://github.com/rust-lang/rust-bindgen/issues/798,,Template,Compilation Error,Missing Generic Argument,INC,
227,Open,Wrong ABI used for small C++ classes on Linux.,https://github.com/rust-lang/rust-bindgen/issues/778,,Struct;Function,Incorrect Output,Platform Compatibility Issue,CPI,
228,Open,"Include template arguments in instantiations' names (support marking ""nested"" instantiations as opaque)",https://github.com/rust-lang/rust-bindgen/issues/774,,Template,Incorrect Output,nan,,
229,Open,More bitfield brokenness,https://github.com/rust-lang/rust-bindgen/issues/743,,Struct;Bitfield,Incorrect Output,Size Mismatch,MEM,
230,Open,SIGSEGV running rust-bindgen on Objective-C headers,https://github.com/rust-lang/rust-bindgen/issues/665,,Class,Crash,SIGSEGV,TRE,
231,Open,bindgen very inconsistent with generated Rust types for opaque C++ types,https://github.com/rust-lang/rust-bindgen/issues/652,,Template;Type Alias,Incorrect Output,Incorrect Data Type,UFC,
232,Open,Constructors depend on memmovable fields or RVO.,https://github.com/rust-lang/rust-bindgen/issues/607,,Struct,Incorrect Output,Missing Function Definition,INC,
233,Open,Emit wrong layout with inheriting from zero-sized type parameters,https://github.com/rust-lang/rust-bindgen/issues/586,,Template;Class,Incorrect Output,Size Mismatch,MEM,
234,Open,Invalid code generated when a struct contains fields called `type` and `type_`,https://github.com/rust-lang/rust-bindgen/issues/507,,,Compilation Error,Duplicate Definition,IDRE,
235,Open,Wrong memory layout when handle virtual inheritance,https://github.com/rust-lang/rust-bindgen/issues/465,,Class,Incorrect Output,Alignment Mismatch,MEM,
236,Open,We can generate non-whitelisted structs using opaque items,https://github.com/rust-lang/rust-bindgen/issues/453,,Tool Configuration Option,Incorrect Output,Misbehaving Configuration Option,TBE,
237,Open,Differently aligned fields may make inheritance not work properly.,https://github.com/rust-lang/rust-bindgen/issues/380,,Class,Incorrect Output,Size Mismatch,MEM,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,, 
